dataset,model,sensitive,compression,seed,group,n,selection_rate,mean_entropy,mean_variance,mutual_information,ece,selection_disparity,entropy_disparity,variance_disparity,mi_disparity,ece_disparity,spearman_entropy_ece,spearman_mi_ece,spearman_entropy_selection,config_hash,python,versions
compas,logreg,race,none,3,Native American,3,0.666667,0.499867,0.000598,0.003199,0.371149,0.502488,0.124963,9.3e-05,0.001798,0.350107,-0.657143,0.485714,-0.085714,e022c33cced5,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,3,Other,67,0.164179,0.601162,0.000645,0.001737,0.110159,0.502488,0.124963,9.3e-05,0.001798,0.350107,-0.657143,0.485714,-0.085714,e022c33cced5,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,3,African-American,812,0.42734,0.621099,0.000653,0.001764,0.068264,0.5,0.117742,0.000136,0.002099,0.349056,-0.657143,0.485714,0.028571,33d1b602af4b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,3,Asian,6,0.166667,0.583538,0.000559,0.001473,0.290841,0.5,0.117742,0.000136,0.002099,0.349056,-0.657143,0.485714,0.028571,33d1b602af4b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,3,Caucasian,535,0.218692,0.605879,0.000628,0.001631,0.030508,0.5,0.117742,0.000136,0.002099,0.349056,-0.657143,0.485714,0.028571,33d1b602af4b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,3,Hispanic,120,0.283333,0.627908,0.000567,0.001401,0.0398,0.5,0.117742,0.000136,0.002099,0.349056,-0.657143,0.485714,0.028571,33d1b602af4b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,3,Native American,3,0.666667,0.510166,0.000695,0.0035,0.379564,0.5,0.117742,0.000136,0.002099,0.349056,-0.657143,0.485714,0.028571,33d1b602af4b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,3,Other,67,0.208955,0.609433,0.000624,0.00167,0.095027,0.5,0.117742,0.000136,0.002099,0.349056,-0.657143,0.485714,0.028571,33d1b602af4b,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,3,African-American,812,0.0,0.689554,2.2e-05,4.5e-05,0.057138,0.0,0.0,0.0,0.0,0.402985,-0.308607,nan,nan,9abb1baa6081,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,3,Asian,6,0.0,0.689554,2.2e-05,4.5e-05,0.45764,0.0,0.0,0.0,0.0,0.402985,-0.308607,nan,nan,9abb1baa6081,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,3,Caucasian,535,0.0,0.689554,2.2e-05,4.5e-05,0.063247,0.0,0.0,0.0,0.0,0.402985,-0.308607,nan,nan,9abb1baa6081,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,3,Hispanic,120,0.0,0.689554,2.2e-05,4.5e-05,0.08264,0.0,0.0,0.0,0.0,0.402985,-0.308607,nan,nan,9abb1baa6081,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,3,Native American,3,0.0,0.689554,2.2e-05,4.5e-05,0.124307,0.0,0.0,0.0,0.0,0.402985,-0.308607,nan,nan,9abb1baa6081,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,3,Other,67,0.0,0.689554,2.2e-05,4.5e-05,0.054655,0.0,0.0,0.0,0.0,0.402985,-0.308607,nan,nan,9abb1baa6081,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,none,4,Female,273,0.25641,0.629304,0.000652,0.001765,0.115617,0.103432,0.013321,0.000131,0.00051,0.079978,nan,nan,nan,d21f95636552,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,none,4,Male,1270,0.359843,0.615983,0.000783,0.002275,0.035639,0.103432,0.013321,0.000131,0.00051,0.079978,nan,nan,nan,d21f95636552,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.5,4,Female,273,0.260073,0.635132,0.000678,0.001808,0.11806,0.094257,0.011226,0.000136,0.000525,0.080792,nan,nan,nan,21419b2ee8b0,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.5,4,Male,1270,0.354331,0.623906,0.000813,0.002334,0.037268,0.094257,0.011226,0.000136,0.000525,0.080792,nan,nan,nan,21419b2ee8b0,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.9,4,Female,273,0.0,0.689562,2.2e-05,4.5e-05,0.113366,0.0,0.0,0.0,0.0,0.092315,nan,nan,nan,74be6f46fae8,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.9,4,Male,1270,0.0,0.689562,2.2e-05,4.5e-05,0.021051,0.0,0.0,0.0,0.0,0.092315,nan,nan,nan,74be6f46fae8,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,4,African-American,798,0.451128,0.617545,0.000828,0.002494,0.070114,0.451128,0.017314,0.000297,0.00115,0.333022,0.257143,-0.542857,-0.828571,f00350cd0f43,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,4,Asian,8,0.25,0.616212,0.000702,0.001792,0.331798,0.451128,0.017314,0.000297,0.00115,0.333022,0.257143,-0.542857,-0.828571,f00350cd0f43,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,4,Caucasian,516,0.242248,0.616513,0.000692,0.001901,0.03082,0.451128,0.017314,0.000297,0.00115,0.333022,0.257143,-0.542857,-0.828571,f00350cd0f43,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,4,Hispanic,130,0.192308,0.62497,0.000705,0.001855,0.099279,0.451128,0.017314,0.000297,0.00115,0.333022,0.257143,-0.542857,-0.828571,f00350cd0f43,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,4,Native American,2,0.0,0.633527,0.000532,0.001344,0.363841,0.451128,0.017314,0.000297,0.00115,0.333022,0.257143,-0.542857,-0.828571,f00350cd0f43,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,4,Other,89,0.168539,0.626225,0.000619,0.001594,0.055694,0.451128,0.017314,0.000297,0.00115,0.333022,0.257143,-0.542857,-0.828571,f00350cd0f43,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,4,African-American,798,0.447368,0.625953,0.00087,0.002585,0.067508,0.447368,0.0167,0.000325,0.001231,0.351586,0.371429,-0.771429,-0.371429,41be484db582,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,4,Asian,8,0.125,0.621654,0.000726,0.001822,0.234621,0.447368,0.0167,0.000325,0.001231,0.351586,0.371429,-0.771429,-0.371429,41be484db582,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,4,Caucasian,516,0.234496,0.623047,0.000713,0.001927,0.021717,0.447368,0.0167,0.000325,0.001231,0.351586,0.371429,-0.771429,-0.371429,41be484db582,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,4,Hispanic,130,0.192308,0.630629,0.000715,0.001856,0.144765,0.447368,0.0167,0.000325,0.001231,0.351586,0.371429,-0.771429,-0.371429,41be484db582,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,4,Native American,2,0.0,0.638354,0.000545,0.001353,0.373303,0.447368,0.0167,0.000325,0.001231,0.351586,0.371429,-0.771429,-0.371429,41be484db582,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,4,Other,89,0.191011,0.635032,0.000629,0.001595,0.068202,0.447368,0.0167,0.000325,0.001231,0.351586,0.371429,-0.771429,-0.371429,41be484db582,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,4,African-American,798,0.0,0.689562,2.2e-05,4.5e-05,0.073639,0.0,0.0,0.0,0.0,0.389535,-0.29277,nan,nan,67c2b45e7731,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,4,Asian,8,0.0,0.689562,2.2e-05,4.5e-05,0.207689,0.0,0.0,0.0,0.0,0.389535,-0.29277,nan,nan,67c2b45e7731,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,4,Caucasian,516,0.0,0.689562,2.2e-05,4.5e-05,0.068154,0.0,0.0,0.0,0.0,0.389535,-0.29277,nan,nan,67c2b45e7731,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,4,Hispanic,130,0.0,0.689562,2.2e-05,4.5e-05,0.12692,0.0,0.0,0.0,0.0,0.389535,-0.29277,nan,nan,67c2b45e7731,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,4,Native American,2,0.0,0.689562,2.2e-05,4.5e-05,0.457689,0.0,0.0,0.0,0.0,0.389535,-0.29277,nan,nan,67c2b45e7731,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,4,Other,89,0.0,0.689562,2.2e-05,4.5e-05,0.098138,0.0,0.0,0.0,0.0,0.389535,-0.29277,nan,nan,67c2b45e7731,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,none,5,Female,291,0.219931,0.630705,0.000649,0.001686,0.111052,0.151474,0.013995,0.000115,0.000522,0.080823,nan,nan,nan,1cdf94308227,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,none,5,Male,1252,0.371406,0.616711,0.000764,0.002208,0.030229,0.151474,0.013995,0.000115,0.000522,0.080823,nan,nan,nan,1cdf94308227,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.5,5,Female,291,0.219931,0.633692,0.000642,0.001659,0.128275,0.144286,0.011362,0.000131,0.000547,0.089459,nan,nan,nan,36be729cb84e,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.5,5,Male,1252,0.364217,0.62233,0.000773,0.002206,0.038817,0.144286,0.011362,0.000131,0.000547,0.089459,nan,nan,nan,36be729cb84e,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.9,5,Female,291,0.0,0.689373,2.6e-05,5.2e-05,0.099201,0.0,0.0,0.0,0.0,0.078154,nan,nan,nan,801a9cc9cc9d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.9,5,Male,1252,0.0,0.689373,2.6e-05,5.2e-05,0.021047,0.0,0.0,0.0,0.0,0.078154,nan,nan,nan,801a9cc9cc9d,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,5,African-American,796,0.449749,0.619034,0.000836,0.002476,0.060416,0.88172,0.052627,0.000262,0.001209,0.503708,0.771429,-0.657143,-0.028571,558ddea76641,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,5,Asian,9,0.222222,0.643715,0.000671,0.00154,0.375972,0.88172,0.052627,0.000262,0.001209,0.503708,0.771429,-0.657143,-0.028571,558ddea76641,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,5,Caucasian,525,0.24,0.619479,0.000635,0.001679,0.039471,0.88172,0.052627,0.000262,0.001209,0.503708,0.771429,-0.657143,-0.028571,558ddea76641,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,5,Hispanic,117,0.247863,0.613345,0.000645,0.001905,0.074146,0.88172,0.052627,0.000262,0.001209,0.503708,0.771429,-0.657143,-0.028571,558ddea76641,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,5,Native American,3,1.0,0.665971,0.000574,0.001267,0.543179,0.88172,0.052627,0.000262,0.001209,0.503708,0.771429,-0.657143,-0.028571,558ddea76641,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,5,Other,93,0.11828,0.625019,0.00068,0.001735,0.097022,0.88172,0.052627,0.000262,0.001209,0.503708,0.771429,-0.657143,-0.028571,558ddea76641,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,5,African-American,796,0.451005,0.624231,0.000846,0.002478,0.066193,0.537634,0.047151,0.000211,0.00104,0.321758,0.714286,-0.6,0.428571,c6afd5989abe,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,5,Asian,9,0.333333,0.645352,0.000659,0.001515,0.376985,0.537634,0.047151,0.000211,0.00104,0.321758,0.714286,-0.6,0.428571,c6afd5989abe,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,5,Caucasian,525,0.226667,0.625581,0.000642,0.001672,0.055227,0.537634,0.047151,0.000211,0.00104,0.321758,0.714286,-0.6,0.428571,c6afd5989abe,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,5,Hispanic,117,0.213675,0.615899,0.000635,0.001866,0.091252,0.537634,0.047151,0.000211,0.00104,0.321758,0.714286,-0.6,0.428571,c6afd5989abe,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,5,Native American,3,0.666667,0.66305,0.000653,0.001438,0.262686,0.537634,0.047151,0.000211,0.00104,0.321758,0.714286,-0.6,0.428571,c6afd5989abe,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.5,5,Other,93,0.129032,0.627798,0.00067,0.001704,0.106629,0.537634,0.047151,0.000211,0.00104,0.321758,0.714286,-0.6,0.428571,c6afd5989abe,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,5,African-American,796,0.0,0.689373,2.6e-05,5.2e-05,0.064768,0.0,0.0,0.0,0.0,0.179487,0.524631,nan,nan,919e700f1353,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,5,Asian,9,0.0,0.689373,2.6e-05,5.2e-05,0.234367,0.0,0.0,0.0,0.0,0.179487,0.524631,nan,nan,919e700f1353,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,5,Caucasian,525,0.0,0.689373,2.6e-05,5.2e-05,0.075637,0.0,0.0,0.0,0.0,0.179487,0.524631,nan,nan,919e700f1353,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,5,Hispanic,117,0.0,0.689373,2.6e-05,5.2e-05,0.05488,0.0,0.0,0.0,0.0,0.179487,0.524631,nan,nan,919e700f1353,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,5,Native American,3,0.0,0.689373,2.6e-05,5.2e-05,0.210078,0.0,0.0,0.0,0.0,0.179487,0.524631,nan,nan,919e700f1353,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,prune:0.9,5,Other,93,0.0,0.689373,2.6e-05,5.2e-05,0.069492,0.0,0.0,0.0,0.0,0.179487,0.524631,nan,nan,919e700f1353,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,none,6,Female,302,0.225166,0.623928,0.000574,0.001586,0.078477,0.141474,0.006069,0.000134,0.000426,0.043508,nan,nan,nan,67fd0c634120,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,none,6,Male,1241,0.36664,0.617859,0.000707,0.002012,0.034969,0.141474,0.006069,0.000134,0.000426,0.043508,nan,nan,nan,67fd0c634120,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.5,6,Female,302,0.235099,0.62948,0.000583,0.001589,0.079785,0.123482,0.004145,0.000139,0.000426,0.043025,nan,nan,nan,7ff12083fcf1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.5,6,Male,1241,0.358582,0.625335,0.000722,0.002015,0.036759,0.123482,0.004145,0.000139,0.000426,0.043025,nan,nan,nan,7ff12083fcf1,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.9,6,Female,302,0.0,0.689525,2.5e-05,5e-05,0.116407,0.0,0.0,0.0,0.0,0.091199,nan,nan,nan,d3be0c9c6bdc,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,sex,prune:0.9,6,Male,1241,0.0,0.689525,2.5e-05,5e-05,0.025208,0.0,0.0,0.0,0.0,0.091199,nan,nan,nan,d3be0c9c6bdc,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,6,African-American,781,0.4379,0.625912,0.000731,0.002082,0.05038,0.4379,0.026688,0.000111,0.00043,0.150225,-0.3,-0.1,0.714286,49f989c2fd5c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,6,Asian,9,0.111111,0.599224,0.000684,0.001778,0.195204,0.4379,0.026688,0.000111,0.00043,0.150225,-0.3,-0.1,0.714286,49f989c2fd5c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,6,Caucasian,535,0.226168,0.608765,0.000627,0.001773,0.044978,0.4379,0.026688,0.000111,0.00043,0.150225,-0.3,-0.1,0.714286,49f989c2fd5c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,6,Hispanic,142,0.330986,0.622476,0.000645,0.001787,0.048477,0.4379,0.026688,0.000111,0.00043,0.150225,-0.3,-0.1,0.714286,49f989c2fd5c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
compas,logreg,race,none,6,Native American,1,0.0,0.61164,0.000698,0.001652,nan,0.4379,0.026688,0.000111,0.00043,0.150225,-0.3,-0.1,0.714286,49f989c2fd5c,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.5"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.13.0""}"
