dataset,model,sensitive,compression,group,top_k,top_features,top_importances,seed,config_hash,python,versions
compas,logreg,race,prune:0.3,Other,3,priors_count|age|juv_other_count,0.114170|0.084967|0.008103,7,4e2182c7638d,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Native American,3,priors_count|age|juv_other_count,0.303364|0.058349|0.006103,7,4e2182c7638d,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,African-American,3,priors_count|age|juv_fel_count,0.132206|0.086155|0.000000,7,3ffd24d0b83b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Caucasian,3,priors_count|age|juv_fel_count,0.105795|0.094718|0.000000,7,3ffd24d0b83b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Hispanic,3,priors_count|age|juv_fel_count,0.116303|0.085533|0.000000,7,3ffd24d0b83b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Asian,3,priors_count|age|juv_fel_count,0.107907|0.069336|0.000000,7,3ffd24d0b83b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Other,3,priors_count|age|juv_fel_count,0.114666|0.085886|0.000000,7,3ffd24d0b83b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Native American,3,priors_count|age|juv_fel_count,0.301742|0.058015|0.000000,7,3ffd24d0b83b,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,African-American,3,priors_count|age|juv_fel_count,0.133179|0.000000|0.000000,7,b619321aeda4,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Caucasian,3,priors_count|age|juv_fel_count,0.112141|0.000000|0.000000,7,b619321aeda4,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Hispanic,3,priors_count|age|juv_fel_count,0.121042|0.000000|0.000000,7,b619321aeda4,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Asian,3,priors_count|age|juv_fel_count,0.111617|0.000000|0.000000,7,b619321aeda4,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Other,3,priors_count|age|juv_fel_count,0.117740|0.000000|0.000000,7,b619321aeda4,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Native American,3,priors_count|age|juv_fel_count,0.269425|0.000000|0.000000,7,b619321aeda4,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,African-American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,7,c811ef03e7af,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Caucasian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,7,c811ef03e7af,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Hispanic,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,7,c811ef03e7af,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Asian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,7,c811ef03e7af,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Other,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,7,c811ef03e7af,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Native American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,7,c811ef03e7af,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,none,Male,3,priors_count|age|juv_other_count,0.143732|0.084405|0.013782,8,c71d33198e00,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,none,Female,3,priors_count|age|juv_other_count,0.121445|0.084733|0.010114,8,c71d33198e00,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.3,Male,3,priors_count|age|juv_other_count,0.143222|0.084221|0.013594,8,d54f7cbdaac8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.3,Female,3,priors_count|age|juv_other_count,0.121147|0.084543|0.010025,8,d54f7cbdaac8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.5,Male,3,priors_count|age|juv_fel_count,0.145245|0.085053|0.000000,8,8de6b6921219,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.5,Female,3,priors_count|age|juv_fel_count,0.122208|0.085291|0.000000,8,8de6b6921219,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.7,Male,3,priors_count|age|juv_fel_count,0.146795|0.000000|0.000000,8,fb3c478d09ca,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.7,Female,3,priors_count|age|juv_fel_count,0.126689|0.000000|0.000000,8,fb3c478d09ca,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.9,Male,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,8,6461ba42769c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.9,Female,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,8,6461ba42769c,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Hispanic,3,priors_count|age|juv_other_count,0.126597|0.087649|0.010044,8,fd1a08606523,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,African-American,3,priors_count|age|juv_other_count,0.156713|0.079855|0.014754,8,fd1a08606523,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Caucasian,3,priors_count|age|juv_other_count,0.117144|0.092282|0.012285,8,fd1a08606523,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Other,3,priors_count|age|juv_other_count,0.123951|0.079150|0.007429,8,fd1a08606523,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Asian,3,priors_count|age|juv_other_count,0.127730|0.083488|0.011538,8,fd1a08606523,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Native American,3,priors_count|age|juv_other_count,0.234626|0.053936|0.006699,8,fd1a08606523,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Hispanic,3,priors_count|age|juv_other_count,0.126311|0.087503|0.010025,8,427de2a14dfa,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,African-American,3,priors_count|age|juv_other_count,0.155500|0.079620|0.014438,8,427de2a14dfa,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Caucasian,3,priors_count|age|juv_other_count,0.117214|0.092132|0.012276,8,427de2a14dfa,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Other,3,priors_count|age|juv_other_count,0.126571|0.079062|0.007422,8,427de2a14dfa,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Asian,3,priors_count|age|juv_other_count,0.127619|0.083350|0.011526,8,427de2a14dfa,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Native American,3,priors_count|age|juv_other_count,0.241447|0.055179|0.006765,8,427de2a14dfa,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Hispanic,3,priors_count|age|juv_fel_count,0.126755|0.088229|0.000000,8,a05911ebf074,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,African-American,3,priors_count|age|juv_fel_count,0.158010|0.080394|0.000000,8,a05911ebf074,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Caucasian,3,priors_count|age|juv_fel_count,0.118638|0.093084|0.000000,8,a05911ebf074,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Other,3,priors_count|age|juv_fel_count,0.127082|0.079800|0.000000,8,a05911ebf074,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Asian,3,priors_count|age|juv_fel_count,0.128585|0.083566|0.000000,8,a05911ebf074,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Native American,3,priors_count|age|juv_fel_count,0.240202|0.055036|0.000000,8,a05911ebf074,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Hispanic,3,priors_count|age|juv_fel_count,0.133122|0.000000|0.000000,8,a293d34ccc4f,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,African-American,3,priors_count|age|juv_fel_count,0.157391|0.000000|0.000000,8,a293d34ccc4f,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Caucasian,3,priors_count|age|juv_fel_count,0.123805|0.000000|0.000000,8,a293d34ccc4f,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Other,3,priors_count|age|juv_fel_count,0.131335|0.000000|0.000000,8,a293d34ccc4f,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Asian,3,priors_count|age|juv_fel_count,0.135442|0.000000|0.000000,8,a293d34ccc4f,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Native American,3,priors_count|age|juv_fel_count,0.215127|0.000000|0.000000,8,a293d34ccc4f,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Hispanic,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,8,47756d747b44,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,African-American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,8,47756d747b44,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Caucasian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,8,47756d747b44,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Other,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,8,47756d747b44,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Asian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,8,47756d747b44,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Native American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,8,47756d747b44,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,none,Female,3,priors_count|age|juv_other_count,0.119744|0.087564|0.014201,9,f48a0e4987ef,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,none,Male,3,priors_count|age|juv_other_count,0.136392|0.091357|0.015442,9,f48a0e4987ef,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.3,Female,3,priors_count|age|juv_other_count,0.119628|0.087550|0.014142,9,e7d4eef65b59,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.3,Male,3,priors_count|age|juv_other_count,0.136688|0.091413|0.015434,9,e7d4eef65b59,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.5,Female,3,priors_count|age|juv_fel_count,0.121593|0.089013|0.000000,9,89c57dda3c38,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.5,Male,3,priors_count|age|juv_fel_count,0.138646|0.092337|0.000000,9,89c57dda3c38,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.7,Female,3,priors_count|age|juv_fel_count,0.124838|0.000000|0.000000,9,ab42ee74b998,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.7,Male,3,priors_count|age|juv_fel_count,0.141231|0.000000|0.000000,9,ab42ee74b998,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.9,Female,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,9,dfefcc793201,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,sex,prune:0.9,Male,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,9,dfefcc793201,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,African-American,3,priors_count|age|juv_other_count,0.148892|0.085784|0.015406,9,9dc19e816783,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Caucasian,3,priors_count|age|juv_other_count,0.113063|0.098427|0.016022,9,9dc19e816783,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Other,3,priors_count|age|juv_other_count,0.122820|0.089682|0.009019,9,9dc19e816783,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Hispanic,3,priors_count|age|juv_other_count,0.127130|0.092439|0.015403,9,9dc19e816783,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Asian,3,priors_count|age|juv_other_count,0.128112|0.045285|0.008329,9,9dc19e816783,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,none,Native American,3,priors_count|age|juv_fel_count,0.364475|0.033116|0.006528,9,9dc19e816783,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,African-American,3,priors_count|age|juv_other_count,0.149139|0.085824|0.015378,9,272ba9a51521,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Caucasian,3,priors_count|age|juv_other_count,0.113252|0.098479|0.016014,9,272ba9a51521,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Other,3,priors_count|age|juv_other_count,0.122853|0.089689|0.009022,9,272ba9a51521,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Hispanic,3,priors_count|age|juv_other_count,0.127033|0.092440|0.015390,9,272ba9a51521,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Asian,3,priors_count|age|juv_other_count,0.128160|0.045311|0.008334,9,272ba9a51521,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.3,Native American,3,priors_count|age|juv_other_count,0.383947|0.035429|0.006215,9,272ba9a51521,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,African-American,3,priors_count|age|juv_fel_count,0.151668|0.086591|0.000000,9,70874b44bdd8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Caucasian,3,priors_count|age|juv_fel_count,0.114869|0.099948|0.000000,9,70874b44bdd8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Other,3,priors_count|age|juv_fel_count,0.123312|0.090441|0.000000,9,70874b44bdd8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Hispanic,3,priors_count|age|juv_fel_count,0.128150|0.093353|0.000000,9,70874b44bdd8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Asian,3,priors_count|age|juv_fel_count,0.129525|0.046053|0.000000,9,70874b44bdd8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.5,Native American,3,priors_count|age|juv_fel_count,0.380875|0.034570|0.000000,9,70874b44bdd8,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,African-American,3,priors_count|age|juv_fel_count,0.151927|0.000000|0.000000,9,5f58fbf1eeb0,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Caucasian,3,priors_count|age|juv_fel_count,0.120928|0.000000|0.000000,9,5f58fbf1eeb0,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Other,3,priors_count|age|juv_fel_count,0.125698|0.000000|0.000000,9,5f58fbf1eeb0,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Hispanic,3,priors_count|age|juv_fel_count,0.132757|0.000000|0.000000,9,5f58fbf1eeb0,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Asian,3,priors_count|age|juv_fel_count,0.136191|0.000000|0.000000,9,5f58fbf1eeb0,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.7,Native American,3,priors_count|age|juv_fel_count,0.327032|0.000000|0.000000,9,5f58fbf1eeb0,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,African-American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,9,9bfd1d6592f6,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Caucasian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,9,9bfd1d6592f6,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Other,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,9,9bfd1d6592f6,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Hispanic,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,9,9bfd1d6592f6,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Asian,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,9,9bfd1d6592f6,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,prune:0.9,Native American,3,age|juv_fel_count|juv_misd_count,0.000000|0.000000|0.000000,9,9bfd1d6592f6,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,mlp,sex,none,Male,3,priors_count|age|juv_other_count,0.190612|0.115602|0.021912,0,bad525ff2f33,3.11.15,"{""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
