dataset,model,sensitive,mechanism,level,seed,demographic_parity_difference,equalized_odds_difference,disparate_impact_ratio,accuracy,balanced_accuracy,positive_prediction_rate,mean_predicted_prob,std_predicted_prob,mean_group_predictive_entropy,mean_ece_per_group,ece_disparity,selective_fairness_auc,n_params,n_train_effective,label_flip_fraction,skip_reason,python,versions
compas,logreg,race,prune,0.95,4,0.0,0.0,1.0,0.545042,0.5,0.0,0.458031,0.0,0.689562,0.172038,0.389535,0.0,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.0,0,0.452736,1.0,0.0,0.683085,0.669956,0.33895,0.459252,0.191779,0.622204,0.127695,0.36742,0.496329,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.0,1,1.0,1.0,0.0,0.67466,0.660579,0.329229,0.451531,0.183818,0.613201,0.088494,0.174347,0.521704,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.0,2,0.801484,0.657534,0.198516,0.686325,0.671398,0.318859,0.448499,0.182946,0.585587,0.136282,0.324255,0.785524,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.0,3,0.502488,1.0,0.246269,0.685677,0.67151,0.327285,0.45165,0.189293,0.587121,0.153562,0.350107,0.57611,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.0,4,0.451128,1.0,0.0,0.685677,0.672805,0.341542,0.457869,0.191438,0.622499,0.158591,0.333022,0.479015,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.05,0,0.429104,1.0,0.0,0.679844,0.664629,0.316267,0.455729,0.174854,0.632536,0.130727,0.382754,0.46941,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.05,1,1.0,1.0,0.0,0.672715,0.658325,0.325988,0.455109,0.169175,0.625591,0.097561,0.181419,0.571526,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.05,2,0.814471,0.671233,0.185529,0.68827,0.67224,0.306546,0.450011,0.159942,0.607672,0.142821,0.329646,0.801111,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.05,3,0.502488,1.0,0.246269,0.685029,0.670798,0.326636,0.452144,0.172942,0.604238,0.11441,0.256124,0.58733,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.05,4,0.448622,1.0,0.0,0.684381,0.671381,0.340246,0.459265,0.173661,0.635363,0.161947,0.338321,0.467142,6,4629,0.05,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.1,0,0.425373,1.0,0.0,0.679196,0.663681,0.313027,0.463273,0.153581,0.648259,0.120964,0.386204,0.471352,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.1,1,1.0,1.0,0.0,0.672067,0.656906,0.317563,0.459367,0.147171,0.641458,0.090377,0.222106,0.477123,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.1,2,0.805195,0.6621,0.194805,0.684381,0.668908,0.313027,0.458754,0.149339,0.619446,0.12997,0.31281,0.792934,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.1,3,0.502488,1.0,0.246269,0.682437,0.667831,0.322748,0.463861,0.150074,0.628182,0.09707,0.12207,0.581275,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.1,4,0.453634,1.0,0.0,0.686325,0.674224,0.349968,0.471292,0.157317,0.649291,0.179506,0.350188,0.488963,6,4629,0.1,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.2,0,0.5,1.0,0.0,0.690214,0.680734,0.378483,0.48213,0.117441,0.669093,0.173306,0.368307,0.515784,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.2,1,0.337612,0.491228,0.0,0.666235,0.645434,0.255995,0.462314,0.106136,0.66556,0.118082,0.26319,0.388424,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.2,2,0.788497,0.634703,0.211503,0.687622,0.674235,0.33571,0.474025,0.115415,0.648005,0.178983,0.292497,0.782707,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.2,3,0.5,1.0,0.25,0.683733,0.67008,0.333117,0.470527,0.115917,0.653839,0.191555,0.335679,0.587471,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.2,4,0.417293,1.0,0.0,0.685029,0.66915,0.30849,0.470898,0.113119,0.669648,0.184706,0.337576,0.443264,6,4629,0.2,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.3,0,0.393035,1.0,0.0,0.674012,0.656335,0.289695,0.475645,0.080113,0.680505,0.164995,0.419049,0.429261,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.3,1,1.0,1.0,0.0,0.666235,0.649436,0.300065,0.477403,0.071512,0.680458,0.136367,0.311381,0.471923,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.3,2,0.766234,0.607306,0.233766,0.688918,0.677779,0.360337,0.480203,0.078991,0.675302,0.201506,0.331152,0.768347,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.3,3,0.532338,1.0,0.201493,0.67466,0.657047,0.290343,0.474376,0.082806,0.671644,0.141006,0.139952,0.615282,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.3,4,0.442356,0.615566,0.0,0.682437,0.669362,0.339598,0.482756,0.07656,0.682905,0.220204,0.340609,0.455622,6,4629,0.3,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.4,0,0.333333,1.0,0.0,0.635774,0.609486,0.198315,0.485192,0.032261,0.691058,0.170372,0.404927,0.312597,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.4,1,0.329327,0.767857,0.452995,0.628645,0.628491,0.486714,0.491468,0.052708,0.68636,0.176869,0.441077,0.574617,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.4,2,0.833024,0.69863,0.166976,0.678548,0.658731,0.265716,0.489056,0.034702,0.68966,0.237214,0.330336,0.815762,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.4,3,0.517413,1.0,0.223881,0.671419,0.655134,0.30525,0.489722,0.045444,0.687489,0.170597,0.16599,0.591697,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,label_noise,0.4,4,0.340852,0.5,0.0,0.650032,0.628098,0.244977,0.484105,0.055224,0.687366,0.203717,0.36141,0.398956,6,4629,0.4,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,1.0,0,0.452736,1.0,0.0,0.683085,0.669956,0.33895,0.459252,0.191779,0.622204,0.127695,0.36742,0.496329,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,1.0,1,1.0,1.0,0.0,0.67466,0.660579,0.329229,0.451531,0.183818,0.613201,0.088494,0.174347,0.521704,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,1.0,2,0.801484,0.657534,0.198516,0.686325,0.671398,0.318859,0.448499,0.182946,0.585587,0.136282,0.324255,0.785524,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,1.0,3,0.502488,1.0,0.246269,0.685677,0.67151,0.327285,0.45165,0.189293,0.587121,0.153562,0.350107,0.57611,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,1.0,4,0.451128,1.0,0.0,0.685677,0.672805,0.341542,0.457869,0.191438,0.622499,0.158591,0.333022,0.479015,6,4629,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.5,0,0.425373,1.0,0.0,0.678548,0.663087,0.313675,0.449003,0.17778,0.627632,0.131186,0.372959,0.454809,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.5,1,1.0,1.0,0.0,0.674012,0.659867,0.328581,0.451149,0.186383,0.610937,0.167305,0.479004,0.511816,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.5,2,0.816327,0.675799,0.183673,0.688918,0.672717,0.304601,0.437807,0.190859,0.573039,0.134106,0.331534,0.800119,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.5,3,0.517413,1.0,0.223881,0.681789,0.667119,0.3221,0.449946,0.182542,0.59215,0.114905,0.262249,0.57968,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.5,4,0.433584,1.0,0.0,0.683085,0.668779,0.325988,0.45081,0.183484,0.625163,0.164473,0.306551,0.450423,6,2314,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.2,0,0.315166,0.681818,0.364928,0.680493,0.670756,0.376539,0.488065,0.20624,0.620793,0.128446,0.377163,0.545041,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.2,1,1.0,1.0,0.0,0.672715,0.655382,0.293584,0.428531,0.187374,0.599454,0.081721,0.202832,0.397818,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.2,2,0.7718,0.611872,0.2282,0.690862,0.679327,0.3558,0.458778,0.186509,0.588617,0.134892,0.307213,0.769086,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.2,3,0.502488,1.0,0.246269,0.670123,0.653828,0.30525,0.44918,0.183608,0.599776,0.105034,0.250137,0.584282,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.2,4,0.451128,0.620283,0.0,0.680493,0.667696,0.342839,0.451501,0.175376,0.630361,0.163186,0.344901,0.439633,6,926,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.1,0,0.384328,1.0,0.0,0.676604,0.658007,0.279326,0.444849,0.172308,0.630822,0.127075,0.374037,0.431994,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.1,1,0.909091,1.0,0.090909,0.674012,0.664929,0.384316,0.468779,0.180778,0.619115,0.14834,0.419048,0.734778,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.1,2,0.505257,0.666667,0.242115,0.67466,0.654575,0.263124,0.41977,0.197043,0.559087,0.056696,0.140297,0.791279,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.1,3,0.5,1.0,0.25,0.680493,0.668049,0.346727,0.457851,0.217356,0.568916,0.151265,0.390124,0.570602,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.1,4,0.457393,0.636792,0.0,0.681789,0.669826,0.351912,0.469025,0.185248,0.632314,0.148865,0.353905,0.502847,6,463,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.05,0,0.337065,0.477752,0.0,0.657809,0.635115,0.235904,0.414643,0.211304,0.592625,0.135091,0.339917,0.406838,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.05,1,0.727273,1.0,0.272727,0.640311,0.647198,0.563189,0.515499,0.183689,0.622533,0.088849,0.157669,0.741845,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.05,2,0.730337,0.493151,0.269663,0.695399,0.689493,0.417369,0.495731,0.20461,0.565681,0.150165,0.265587,0.698282,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.05,3,0.5,1.0,0.25,0.66429,0.669666,0.544394,0.497817,0.144587,0.623914,0.164698,0.337033,0.587031,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.05,4,0.365915,0.521226,0.0,0.659106,0.6396,0.270901,0.427457,0.201543,0.601633,0.118914,0.297075,0.412432,6,231,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.02,0,0.256502,0.681818,0.365455,0.66429,0.647535,0.300713,0.482493,0.198764,0.629863,0.149121,0.342792,0.475376,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.02,1,0.909091,1.0,0.090909,0.650032,0.643755,0.417369,0.463365,0.190207,0.607188,0.127585,0.375694,0.804617,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.02,2,0.233148,0.399002,0.300557,0.639663,0.612582,0.189242,0.360146,0.220022,0.509832,0.172055,0.336789,0.806658,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.02,3,0.5,1.0,0.25,0.688918,0.678838,0.372003,0.493066,0.183785,0.591178,0.144961,0.321961,0.553223,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
compas,logreg,race,subsample,0.02,4,0.428571,0.582547,0.0,0.663642,0.650354,0.33895,0.476398,0.193196,0.632072,0.162527,0.372465,0.478579,6,93,0.0,,3.11.15,"{""tinyaudit"": ""0.1.0"", ""numpy"": ""1.26.4"", ""pandas"": ""3.0.3"", ""scikit-learn"": ""1.9.0"", ""torch"": ""2.12.0""}"
